product_id,pair_id,product_name,category,subcategory,brand,gender_target,price,size,normalized_price_per_unit,retailer,description,ingredients,
P00578_F,PAIR00578,Dettol Handwash - Women - 200,Hygiene,Handwash,Dettol,Women,511.81,200,511.81,PharmEasy,Lightweight Handwash from Dettol — dermatologist tested.,"Panthenol, Shea Butter, Sodium Chloride, Paraben, Fragrance, Keratin",
P00579_M,PAIR00579,Nivea Moisturizer - Men - 150ml,Personal Care,Moisturizer,Nivea,Men,1058.67,150,705.78,PharmEasy,Nivea Moisturizer for everyday use — nourishes and protects.,"Shea Butter, Dimethicone, Aloe Vera",
P00579_F,PAIR00579,Nivea Moisturizer - Women - 150ml,Personal Care,Moisturizer,Nivea,Women,1143.18,150,762.12,PharmEasy,Nivea Moisturizer for everyday use — nourishes and protects.,"Shea Butter, Dimethicone, Aloe Vera",
P00580_M,PAIR00580,Nivea Moisturizer - Men - 150ml,Personal Care,Moisturizer,Nivea,Men,351.12,150,234.08,BigBasket,Lightweight Moisturizer from Nivea — dermatologist tested.,"Chamomile Extract, Dimethicone, Panthenol, Sodium Chloride, Vitamin E",
P00580_F,PAIR00580,Nivea Moisturizer - Women - 150ml,Personal Care,Moisturizer,Nivea,Women,421.89,150,281.26,BigBasket,Lightweight Moisturizer from Nivea — dermatologist tested.,"Chamomile Extract, Dimethicone, Panthenol, Sodium Chloride, Vitamin E",
P00581_M,PAIR00581,HealthKart Supplements - Men - 500,Personal Care,Supplements,HealthKart,Men,616.31,500,616.31,Nykaa,HealthKart Supplements for everyday use — nourishes and protects.,"Cetyl Alcohol, Glycerin, Dimethicone, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Water",
P00581_F,PAIR00581,HealthKart Supplements - Women - 500,Personal Care,Supplements,HealthKart,Women,747.32,500,747.32,Nykaa,HealthKart Supplements for everyday use — nourishes and protects.,"Cetyl Alcohol, Glycerin, Dimethicone, Cocamidopropyl Betaine, Sodium Laureth Sulfate, Water",
P00582_M,PAIR00582,Reebok Sneakers - Men - 10,Footwear,Sneakers,Reebok,Men,3905.1,10,3905.1,Myntra,Advanced formula Sneakers by Reebok for long-lasting performance.,,
P00582_F,PAIR00582,Reebok Sneakers - Women - 10,Footwear,Sneakers,Reebok,Women,4235.57,10,4235.57,Myntra,Advanced formula Sneakers by Reebok for long-lasting performance.,,
P00583_M,PAIR00583,Olay Face Wash - Men - 50ml,Personal Care,Face Wash,Olay,Men,166.22,50,332.44,Croma,Olay Face Wash for everyday use — nourishes and protects.,"Panthenol, Keratin, Shea Butter, Chamomile Extract",
P00583_F,PAIR00583,Olay Face Wash - Women - 50ml,Personal Care,Face Wash,Olay,Women,204.82,50,409.64,Croma,Olay Face Wash for everyday use — nourishes and protects.,"Panthenol, Keratin, Shea Butter, Chamomile Extract",
P00584_M,PAIR00584,Nike T-Shirt - Men - XL,Clothing,T-Shirt,Nike,Men,2531.74,XL,2531.74,Amazon.in,Nike T-Shirt for everyday use — nourishes and protects.,,
P00584_F,PAIR00584,Nike T-Shirt - Women - XL,Clothing,T-Shirt,Nike,Women,2598.34,XL,2598.34,Amazon.in,Nike T-Shirt for everyday use — nourishes and protects.,,
P00585_M,PAIR00585,Himalaya Wellness Vitamins - Men - 60,Health,Vitamins,Himalaya Wellness,Men,1783.45,60,29.72,PharmEasy,Himalaya Wellness presents a gentle Vitamins with enriched ingredients.,,
P00585_F,PAIR00585,Himalaya Wellness Vitamins - Women - 60,Health,Vitamins,Himalaya Wellness,Women,1875.54,60,31.26,PharmEasy,Himalaya Wellness presents a gentle Vitamins with enriched ingredients.,,
P00586_M,PAIR00586,Forest Essentials Moisturizer - Men - 50ml,Personal Care,Moisturizer,Forest Essentials,Men,1353.53,50,2707.06,Amazon.in,Forest Essentials Moisturizer for everyday use — nourishes and protects.,"Cocamidopropyl Betaine, Tea Tree Oil, Panthenol",
P00586_F,PAIR00586,Forest Essentials Moisturizer - Women - 50ml,Personal Care,Moisturizer,Forest Essentials,Women,1448.54,50,2897.08,Amazon.in,Forest Essentials Moisturizer for everyday use — nourishes and protects.,"Cocamidopropyl Betaine, Tea Tree Oil, Panthenol",
P00587_M,PAIR00587,Uniqlo Socks - Men - 3,Clothing,Socks,Uniqlo,Men,395.65,3,131.88,BigBasket,Advanced formula Socks by Uniqlo for long-lasting performance.,,
P00587_F,PAIR00587,Uniqlo Socks - Women - 3,Clothing,Socks,Uniqlo,Women,437.08,3,145.69,BigBasket,Advanced formula Socks by Uniqlo for long-lasting performance.,,
P00588_M,PAIR00588,Himalaya Wellness Pain Relief - Men - 10,Health,Pain Relief,Himalaya Wellness,Men,471.47,10,471.47,Nykaa,Himalaya Wellness Pain Relief for everyday use — nourishes and protects.,,
P00588_F,PAIR00588,Himalaya Wellness Pain Relief - Women - 10,Health,Pain Relief,Himalaya Wellness,Women,457.73,10,457.73,Nykaa,Himalaya Wellness Pain Relief for everyday use — nourishes and protects.,,
P00589_M,PAIR00589,Garnier Moisturizer - Men - 50ml,Personal Care,Moisturizer,Garnier,Men,2437.75,50,4875.5,Nykaa,Advanced formula Moisturizer by Garnier for long-lasting performance.,"Vitamin E, Panthenol, Glycerin, Tea Tree Oil, Cocamidopropyl Betaine, Niacinamide",
P00589_F,PAIR00589,Garnier Moisturizer - Women - 50ml,Personal Care,Moisturizer,Garnier,Women,2937.79,50,5875.58,Nykaa,Advanced formula Moisturizer by Garnier for long-lasting performance.,"Vitamin E, Panthenol, Glycerin, Tea Tree Oil, Cocamidopropyl Betaine, Niacinamide",
P00590_M,PAIR00590,Mamaearth Shampoo - Men - 350ml,Personal Care,Shampoo,Mamaearth,Men,567.76,350,162.22,RelianceDigital,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Paraben, Glycerin, Sodium Laureth Sulfate, Chamomile Extract",
P00590_F,PAIR00590,Mamaearth Shampoo - Women - 350ml,Personal Care,Shampoo,Mamaearth,Women,619.86,350,177.1,RelianceDigital,Advanced formula Shampoo by Mamaearth for long-lasting performance.,"Paraben, Glycerin, Sodium Laureth Sulfate, Chamomile Extract",
P00591_M,PAIR00591,Nivea Shaving Foam - Men - 150ml,Shaving,Shaving Foam,Nivea,Men,407.98,150,271.99,Flipkart,Lightweight Shaving Foam from Nivea — dermatologist tested.,,
P00591_F,PAIR00591,Nivea Shaving Foam - Women - 150ml,Shaving,Shaving Foam,Nivea,Women,408.21,150,272.14,Flipkart,Lightweight Shaving Foam from Nivea — dermatologist tested.,,
P00592_M,PAIR00592,Mamaearth Face Wash - Men - 50ml,Personal Care,Face Wash,Mamaearth,Men,339.15,50,678.3,Myntra,Mamaearth presents a gentle Face Wash with enriched ingredients.,"Niacinamide, Salicylic Acid, Water",
P00592_F,PAIR00592,Mamaearth Face Wash - Women - 50ml,Personal Care,Face Wash,Mamaearth,Women,402.63,50,805.26,Myntra,Mamaearth presents a gentle Face Wash with enriched ingredients.,"Niacinamide, Salicylic Acid, Water",
P00593_M,PAIR00593,Mamaearth Conditioner - Men - 200ml,Personal Care,Conditioner,Mamaearth,Men,194.18,200,97.09,PharmEasy,Mamaearth presents a gentle Conditioner with enriched ingredients.,"Fragrance, Cocamidopropyl Betaine, Shea Butter, Chamomile Extract, Salicylic Acid, Dimethicone",
P00593_F,PAIR00593,Mamaearth Conditioner - Women - 200ml,Personal Care,Conditioner,Mamaearth,Women,216.59,200,108.3,PharmEasy,Mamaearth presents a gentle Conditioner with enriched ingredients.,"Fragrance, Cocamidopropyl Betaine, Shea Butter, Chamomile Extract, Salicylic Acid, Dimethicone",
P00594_M,PAIR00594,Neutrogena Sunscreen - Men - 100,Personal Care,Sunscreen,Neutrogena,Men,1956.54,100,1956.54,RelianceDigital,Lightweight Sunscreen from Neutrogena — dermatologist tested.,"Dimethicone, Panthenol, Cetyl Alcohol",
P00594_F,PAIR00594,Neutrogena Sunscreen - Women - 100,Personal Care,Sunscreen,Neutrogena,Women,2311.28,100,2311.28,RelianceDigital,Lightweight Sunscreen from Neutrogena — dermatologist tested.,"Dimethicone, Panthenol, Cetyl Alcohol",
P00595_M,PAIR00595,HealthKart Supplements - Men - 500,Personal Care,Supplements,HealthKart,Men,691.01,500,691.01,Nykaa,Advanced formula Supplements by HealthKart for long-lasting performance.,"Water, Glycerin, Dimethicone",
P00595_F,PAIR00595,HealthKart Supplements - Women - 500,Personal Care,Supplements,HealthKart,Women,843.16,500,843.16,Nykaa,Advanced formula Supplements by HealthKart for long-lasting performance.,"Water, Glycerin, Dimethicone",
P00596_M,PAIR00596,Nike T-Shirt - Men - XL,Clothing,T-Shirt,Nike,Men,1879.45,XL,1879.45,Myntra,Nike presents a gentle T-Shirt with enriched ingredients.,,
P00596_F,PAIR00596,Nike T-Shirt - Women - XL,Clothing,T-Shirt,Nike,Women,2005.35,XL,2005.35,Myntra,Nike presents a gentle T-Shirt with enriched ingredients.,,
P00597_M,PAIR00597,Puma Socks - Men - 5,Clothing,Socks,Puma,Men,317.59,5,63.52,Flipkart,Puma presents a gentle Socks with enriched ingredients.,,
P00597_F,PAIR00597,Puma Socks - Women - 5,Clothing,Socks,Puma,Women,367.42,5,73.48,Flipkart,Puma presents a gentle Socks with enriched ingredients.,,
P00598_M,PAIR00598,Nivea Shaving Foam - Men - 150ml,Shaving,Shaving Foam,Nivea,Men,382.6,150,255.07,Croma,Nivea Shaving Foam for everyday use — nourishes and protects.,,
P00598_F,PAIR00598,Nivea Shaving Foam - Women - 150ml,Shaving,Shaving Foam,Nivea,Women,375.5,150,250.33,Croma,Nivea Shaving Foam for everyday use — nourishes and protects.,,
P00599_M,PAIR00599,Gillette Razor - Men - 1,Shaving,Razor,Gillette,Men,97.81,1,97.81,Amazon.in,Advanced formula Razor by Gillette for long-lasting performance.,,
P00599_F,PAIR00599,Gillette Razor - Women - 1,Shaving,Razor,Gillette,Women,102.17,1,102.17,Amazon.in,Advanced formula Razor by Gillette for long-lasting performance.,,
P00600_M,PAIR00600,Himalaya Soap - Men - 150ml,Personal Care,Soap,Himalaya,Men,169.86,150,113.24,Flipkart,Advanced formula Soap by Himalaya for long-lasting performance.,"Salicylic Acid, Sodium Chloride, Niacinamide",
P00600_F,PAIR00600,Himalaya Soap - Women - 150ml,Personal Care,Soap,Himalaya,Women,186.2,150,124.13,Flipkart,Advanced formula Soap by Himalaya for long-lasting performance.,"Salicylic Acid, Sodium Chloride, Niacinamide",
P00601_M,PAIR00601,Ponds Face Wash - Men - 150ml,Personal Care,Face Wash,Ponds,Men,466.6,150,311.07,Myntra,Ponds Face Wash for everyday use — nourishes and protects.,"Retinol, Tea Tree Oil, Salicylic Acid",
P00601_F,PAIR00601,Ponds Face Wash - Women - 150ml,Personal Care,Face Wash,Ponds,Women,578.77,150,385.85,Myntra,Ponds Face Wash for everyday use — nourishes and protects.,"Retinol, Tea Tree Oil, Salicylic Acid",
P00602_M,PAIR00602,Garnier Conditioner - Men - 400ml,Personal Care,Conditioner,Garnier,Men,356.35,400,89.09,Nykaa,Advanced formula Conditioner by Garnier for long-lasting performance.,"Chamomile Extract, Sodium Laureth Sulfate, Niacinamide, Salicylic Acid, Fragrance",
P00602_F,PAIR00602,Garnier Conditioner - Women - 400ml,Personal Care,Conditioner,Garnier,Women,439.68,400,109.92,Nykaa,Advanced formula Conditioner by Garnier for long-lasting performance.,"Chamomile Extract, Sodium Laureth Sulfate, Niacinamide, Salicylic Acid, Fragrance",
P00603_M,PAIR00603,Himalaya Wellness Pain Relief - Men - 30,Health,Pain Relief,Himalaya Wellness,Men,316.92,30,316.92,RelianceDigital,Himalaya Wellness Pain Relief for everyday use — nourishes and protects.,,
P00603_F,PAIR00603,Himalaya Wellness Pain Relief - Women - 30,Health,Pain Relief,Himalaya Wellness,Women,317.02,30,317.02,RelianceDigital,Himalaya Wellness Pain Relief for everyday use — nourishes and protects.,,
P00604_M,PAIR00604,Mamaearth Shampoo - Men - 100ml,Personal Care,Shampoo,Mamaearth,Men,694.47,100,694.47,PharmEasy,Lightweight Shampoo from Mamaearth — dermatologist tested.,"Paraben, Niacinamide, Vitamin E, Sodium Chloride, Coconut Oil",
P00604_F,PAIR00604,Mamaearth Shampoo - Women - 100ml,Personal Care,Shampoo,Mamaearth,Women,828.64,100,828.64,PharmEasy,Lightweight Shampoo from Mamaearth — dermatologist tested.,"Paraben, Niacinamide, Vitamin E, Sodium Chloride, Coconut Oil",
P00605_M,PAIR00605,Colgate Toothpaste - Men - 50ml,Hygiene,Toothpaste,Colgate,Men,92.32,50,184.64,Flipkart,Colgate presents a gentle Toothpaste with enriched ingredients.,"Niacinamide, Sodium Laureth Sulfate, Salicylic Acid, Cocamidopropyl Betaine, Water, Paraben",
P00605_F,PAIR00605,Colgate Toothpaste - Women - 50ml,Hygiene,Toothpaste,Colgate,Women,99.42,50,198.84,Flipkart,Colgate presents a gentle Toothpaste with enriched ingredients.,"Niacinamide, Sodium Laureth Sulfate, Salicylic Acid, Cocamidopropyl Betaine, Water, Paraben",
P00606_M,PAIR00606,Colgate Toothpaste - Men - 50ml,Hygiene,Toothpaste,Colgate,Men,366.41,50,732.82,Myntra,Colgate Toothpaste for everyday use — nourishes and protects.,"Fragrance, Dimethicone, Sodium Chloride",
P00606_F,PAIR00606,Colgate Toothpaste - Women - 50ml,Hygiene,Toothpaste,Colgate,Women,404.64,50,809.28,Myntra,Colgate Toothpaste for everyday use — nourishes and protects.,"Fragrance, Dimethicone, Sodium Chloride",
P00607_M,PAIR00607,Mamaearth Conditioner - Men - 400ml,Personal Care,Conditioner,Mamaearth,Men,816.55,400,204.14,BigBasket,Mamaearth Conditioner for everyday use — nourishes and protects.,"Paraben, Water, Tea Tree Oil, Dimethicone, Cetyl Alcohol, Vitamin E",
P00607_F,PAIR00607,Mamaearth Conditioner - Women - 400ml,Personal Care,Conditioner,Mamaearth,Women,970.22,400,242.56,BigBasket,Mamaearth Conditioner for everyday use — nourishes and protects.,"Paraben, Water, Tea Tree Oil, Dimethicone, Cetyl Alcohol, Vitamin E",
P00608_M,PAIR00608,Nike Sneakers - Men - 11,Footwear,Sneakers,Nike,Men,5167.28,11,5167.28,Nykaa,Nike presents a gentle Sneakers with enriched ingredients.,,
P00608_F,PAIR00608,Nike Sneakers - Women - 11,Footwear,Sneakers,Nike,Women,5299.07,11,5299.07,Nykaa,Nike presents a gentle Sneakers with enriched ingredients.,,
P00609_M,PAIR00609,Reebok Sneakers - Men - 11,Footwear,Sneakers,Reebok,Men,6644.41,11,6644.41,PharmEasy,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00609_F,PAIR00609,Reebok Sneakers - Women - 11,Footwear,Sneakers,Reebok,Women,7285.33,11,7285.33,PharmEasy,Lightweight Sneakers from Reebok — dermatologist tested.,,
P00610_M,PAIR00610,Olay Moisturizer - Men - 50ml,Personal Care,Moisturizer,Olay,Men,2324.77,50,4649.54,Flipkart,Olay Moisturizer for everyday use — nourishes and protects.,"Sodium Chloride, Vitamin E, Aloe Vera",
P00610_F,PAIR00610,Olay Moisturizer - Women - 50ml,Personal Care,Moisturizer,Olay,Women,2597.73,50,5195.46,Flipkart,Olay Moisturizer for everyday use — nourishes and protects.,"Sodium Chloride, Vitamin E, Aloe Vera",
P00611_M,PAIR00611,Garnier Shampoo - Men - 350ml,Personal Care,Shampoo,Garnier,Men,642.88,350,183.68,Amazon.in,Advanced formula Shampoo by Garnier for long-lasting performance.,"Aloe Vera, Cocamidopropyl Betaine, Water, Shea Butter",
P00611_F,PAIR00611,Garnier Shampoo - Women - 350ml,Personal Care,Shampoo,Garnier,Women,743.98,350,212.57,Amazon.in,Advanced formula Shampoo by Garnier for long-lasting performance.,"Aloe Vera, Cocamidopropyl Betaine, Water, Shea Butter",
P00612_M,PAIR00612,Dove Moisturizer - Men - 150ml,Personal Care,Moisturizer,Dove,Men,177.63,150,118.42,Croma,Dove presents a gentle Moisturizer with enriched ingredients.,"Salicylic Acid, Sodium Laureth Sulfate, Water, Keratin, Vitamin E",
P00612_F,PAIR00612,Dove Moisturizer - Women - 150ml,Personal Care,Moisturizer,Dove,Women,197.14,150,131.43,Croma,Dove presents a gentle Moisturizer with enriched ingredients.,"Salicylic Acid, Sodium Laureth Sulfate, Water, Keratin, Vitamin E",
P00613_M,PAIR00613,HealthKart Vitamins - Men - 30,Health,Vitamins,HealthKart,Men,594.68,30,19.82,RelianceDigital,HealthKart Vitamins for everyday use — nourishes and protects.,,
P00613_F,PAIR00613,HealthKart Vitamins - Women - 30,Health,Vitamins,HealthKart,Women,653.17,30,21.77,RelianceDigital,HealthKart Vitamins for everyday use — nourishes and protects.,,
P00614_M,PAIR00614,Gillette Shaving Foam - Men - 250ml,Shaving,Shaving Foam,Gillette,Men,164.67,250,65.87,BigBasket,Gillette Shaving Foam for everyday use — nourishes and protects.,,
P00614_F,PAIR00614,Gillette Shaving Foam - Women - 250ml,Shaving,Shaving Foam,Gillette,Women,183.64,250,73.46,BigBasket,Gillette Shaving Foam for everyday use — nourishes and protects.,,
P00615_M,PAIR00615,Garnier Shampoo - Men - 650ml,Personal Care,Shampoo,Garnier,Men,410.22,650,63.11,Flipkart,Advanced formula Shampoo by Garnier for long-lasting performance.,"Glycerin, Niacinamide, Water, Keratin, Sodium Laureth Sulfate",
P00615_F,PAIR00615,Garnier Shampoo - Women - 650ml,Personal Care,Shampoo,Garnier,Women,466.21,650,71.72,Flipkart,Advanced formula Shampoo by Garnier for long-lasting performance.,"Glycerin, Niacinamide, Water, Keratin, Sodium Laureth Sulfate",
P00616_M,PAIR00616,Himalaya Wellness Pain Relief - Men - 30,Health,Pain Relief,Himalaya Wellness,Men,271.15,30,271.15,HealthKart,Lightweight Pain Relief from Himalaya Wellness — dermatologist tested.,,
P00616_F,PAIR00616,Himalaya Wellness Pain Relief - Women - 30,Health,Pain Relief,Himalaya Wellness,Women,266.02,30,266.02,HealthKart,Lightweight Pain Relief from Himalaya Wellness — dermatologist tested.,,
P00617_M,PAIR00617,Nivea Lotion - Men - 200ml,Personal Care,Lotion,Nivea,Men,603.8,200,301.9,Amazon.in,Lightweight Lotion from Nivea — dermatologist tested.,"Coconut Oil, Glycerin, Fragrance",
P00617_F,PAIR00617,Nivea Lotion - Women - 200ml,Personal Care,Lotion,Nivea,Women,750.58,200,375.29,Amazon.in,Lightweight Lotion from Nivea — dermatologist tested.,"Coconut Oil, Glycerin, Fragrance",
P00618_M,PAIR00618,Forest Essentials Body Oil - Men - 100,Personal Care,Body Oil,Forest Essentials,Men,665.35,100,665.35,Croma,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Niacinamide, Glycerin, Sodium Laureth Sulfate, Coconut Oil, Sodium Chloride, Paraben",
P00618_F,PAIR00618,Forest Essentials Body Oil - Women - 100,Personal Care,Body Oil,Forest Essentials,Women,736.71,100,736.71,Croma,Forest Essentials Body Oil for everyday use — nourishes and protects.,"Niacinamide, Glycerin, Sodium Laureth Sulfate, Coconut Oil, Sodium Chloride, Paraben",
P00619_M,PAIR00619,L'Oréal Shampoo - Men - 200ml,Personal Care,Shampoo,L'Oréal,Men,326.63,200,163.31,Croma,Lightweight Shampoo from L'Oréal — dermatologist tested.,"Water, Fragrance, Shea Butter, Coconut Oil, Aloe Vera",
P00619_F,PAIR00619,L'Oréal Shampoo - Women - 200ml,Personal Care,Shampoo,L'Oréal,Women,368.63,200,184.31,Croma,Lightweight Shampoo from L'Oréal — dermatologist tested.,"Water, Fragrance, Shea Butter, Coconut Oil, Aloe Vera",
P00620_M,PAIR00620,Colgate Toothpaste - Men - 50ml,Hygiene,Toothpaste,Colgate,Men,234.4,50,468.8,Amazon.in,Colgate presents a gentle Toothpaste with enriched ingredients.,"Tea Tree Oil, Retinol, Chamomile Extract, Dimethicone, Salicylic Acid, Niacinamide",
P00620_F,PAIR00620,Colgate Toothpaste - Women - 50ml,Hygiene,Toothpaste,Colgate,Women,271.14,50,542.28,Amazon.in,Colgate presents a gentle Toothpaste with enriched ingredients.,"Tea Tree Oil, Retinol, Chamomile Extract, Dimethicone, Salicylic Acid, Niacinamide",
P00621_M,PAIR00621,Nivea Deodorant - Men - 150ml,Personal Care,Deodorant,Nivea,Men,443.3,150,295.53,Flipkart,Lightweight Deodorant from Nivea — dermatologist tested.,"Panthenol, Sodium Chloride, Sodium Laureth Sulfate",
P00621_F,PAIR00621,Nivea Deodorant - Women - 150ml,Personal Care,Deodorant,Nivea,Women,558.71,150,372.47,Flipkart,Lightweight Deodorant from Nivea — dermatologist tested.,"Panthenol, Sodium Chloride, Sodium Laureth Sulfate",
P00622_M,PAIR00622,Dettol Soap - Men - 150ml,Personal Care,Soap,Dettol,Men,168.26,150,112.17,HealthKart,Dettol presents a gentle Soap with enriched ingredients.,"Retinol, Sodium Laureth Sulfate, Dimethicone, Cetyl Alcohol, Vitamin E, Keratin",
P00622_F,PAIR00622,Dettol Soap - Women - 150ml,Personal Care,Soap,Dettol,Women,203.38,150,135.59,HealthKart,Dettol presents a gentle Soap with enriched ingredients.,"Retinol, Sodium Laureth Sulfate, Dimethicone, Cetyl Alcohol, Vitamin E, Keratin",
P00623_M,PAIR00623,Reebok T-Shirt - Men - M,Clothing,T-Shirt,Reebok,Men,1395.14,M,1395.14,Flipkart,Lightweight T-Shirt from Reebok — dermatologist tested.,,
P00623_F,PAIR00623,Reebok T-Shirt - Women - M,Clothing,T-Shirt,Reebok,Women,1420.82,M,1420.82,Flipkart,Lightweight T-Shirt from Reebok — dermatologist tested.,,
P00624_M,PAIR00624,Uniqlo Hoodie - Men - XL,Clothing,Hoodie,Uniqlo,Men,3920.5,XL,3920.5,PharmEasy,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00624_F,PAIR00624,Uniqlo Hoodie - Women - XL,Clothing,Hoodie,Uniqlo,Women,3947.55,XL,3947.55,PharmEasy,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00625_M,PAIR00625,Gillette Shaving Foam - Men - 50ml,Shaving,Shaving Foam,Gillette,Men,107,50,214,Ajio,Gillette presents a gentle Shaving Foam with enriched ingredients.,,
P00625_F,PAIR00625,Gillette Shaving Foam - Women - 50ml,Shaving,Shaving Foam,Gillette,Women,106.87,50,213.74,Ajio,Gillette presents a gentle Shaving Foam with enriched ingredients.,,
P00626_M,PAIR00626,Dove Shampoo - Men - 200ml,Personal Care,Shampoo,Dove,Men,135.66,200,67.83,BigBasket,Lightweight Shampoo from Dove — dermatologist tested.,"Paraben, Keratin, Vitamin E",
P00626_F,PAIR00626,Dove Shampoo - Women - 200ml,Personal Care,Shampoo,Dove,Women,162.25,200,81.12,BigBasket,Lightweight Shampoo from Dove — dermatologist tested.,"Paraben, Keratin, Vitamin E",
P00627_M,PAIR00627,Gillette Razor - Men - 5,Shaving,Razor,Gillette,Men,852.88,5,170.58,Ajio,Advanced formula Razor by Gillette for long-lasting performance.,,
P00627_F,PAIR00627,Gillette Razor - Women - 5,Shaving,Razor,Gillette,Women,909.72,5,181.94,Ajio,Advanced formula Razor by Gillette for long-lasting performance.,,
P00628_M,PAIR00628,Nike T-Shirt - Men - L,Clothing,T-Shirt,Nike,Men,388.42,L,388.42,Nykaa,Nike T-Shirt for everyday use — nourishes and protects.,,
P00628_F,PAIR00628,Nike T-Shirt - Women - L,Clothing,T-Shirt,Nike,Women,421.08,L,421.08,Nykaa,Nike T-Shirt for everyday use — nourishes and protects.,,
P00629_M,PAIR00629,Colgate Toothpaste - Men - 200ml,Hygiene,Toothpaste,Colgate,Men,260.27,200,130.13,PharmEasy,Colgate presents a gentle Toothpaste with enriched ingredients.,"Sodium Laureth Sulfate, Panthenol, Cetyl Alcohol, Paraben, Water, Dimethicone",
P00629_F,PAIR00629,Colgate Toothpaste - Women - 200ml,Hygiene,Toothpaste,Colgate,Women,278.62,200,139.31,PharmEasy,Colgate presents a gentle Toothpaste with enriched ingredients.,"Sodium Laureth Sulfate, Panthenol, Cetyl Alcohol, Paraben, Water, Dimethicone",
P00630_M,PAIR00630,Nike Socks - Men - 5,Clothing,Socks,Nike,Men,317.12,5,63.42,PharmEasy,Nike Socks for everyday use — nourishes and protects.,,
P00630_F,PAIR00630,Nike Socks - Women - 5,Clothing,Socks,Nike,Women,314.54,5,62.91,PharmEasy,Nike Socks for everyday use — nourishes and protects.,,
P00631_M,PAIR00631,Uniqlo Hoodie - Men - L,Clothing,Hoodie,Uniqlo,Men,2496.09,L,2496.09,Croma,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00631_F,PAIR00631,Uniqlo Hoodie - Women - L,Clothing,Hoodie,Uniqlo,Women,2568.31,L,2568.31,Croma,Uniqlo presents a gentle Hoodie with enriched ingredients.,,
P00632_M,PAIR00632,Reebok T-Shirt - Men - XL,Clothing,T-Shirt,Reebok,Men,2283.71,XL,2283.71,PharmEasy,Lightweight T-Shirt from Reebok — dermatologist tested.,,
P00632_F,PAIR00632,Reebok T-Shirt - Women - XL,Clothing,T-Shirt,Reebok,Women,2509.73,XL,2509.73,PharmEasy,Lightweight T-Shirt from Reebok — dermatologist tested.,,
P00633_M,PAIR00633,Dettol Soap - Men - 100ml,Personal Care,Soap,Dettol,Men,55.43,100,55.43,Ajio,Dettol presents a gentle Soap with enriched ingredients.,"Dimethicone, Vitamin E, Retinol, Coconut Oil",
P00633_F,PAIR00633,Dettol Soap - Women - 100ml,Personal Care,Soap,Dettol,Women,64.61,100,64.61,Ajio,Dettol presents a gentle Soap with enriched ingredients.,"Dimethicone, Vitamin E, Retinol, Coconut Oil",
P00634_M,PAIR00634,Forest Essentials Face Wash - Men - 150ml,Personal Care,Face Wash,Forest Essentials,Men,495.56,150,330.37,Flipkart,Advanced formula Face Wash by Forest Essentials for long-lasting performance.,"Coconut Oil, Paraben, Sodium Laureth Sulfate, Salicylic Acid",
P00634_F,PAIR00634,Forest Essentials Face Wash - Women - 150ml,Personal Care,Face Wash,Forest Essentials,Women,557.15,150,371.43,Flipkart,Advanced formula Face Wash by Forest Essentials for long-lasting performance.,"Coconut Oil, Paraben, Sodium Laureth Sulfate, Salicylic Acid",
P00635_M,PAIR00635,Garnier Moisturizer - Men - 50ml,Personal Care,Moisturizer,Garnier,Men,1674.52,50,3349.04,Croma,Garnier Moisturizer for everyday use — nourishes and protects.,"Panthenol, Shea Butter, Chamomile Extract, Glycerin, Sodium Chloride",
P00635_F,PAIR00635,Garnier Moisturizer - Women - 50ml,Personal Care,Moisturizer,Garnier,Women,1715.51,50,3431.02,Croma,Garnier Moisturizer for everyday use — nourishes and protects.,"Panthenol, Shea Butter, Chamomile Extract, Glycerin, Sodium Chloride",
P00636_M,PAIR00636,Puma Sneakers - Men - 6,Footwear,Sneakers,Puma,Men,6641.06,6,6641.06,Myntra,Puma Sneakers for everyday use — nourishes and protects.,,
P00636_F,PAIR00636,Puma Sneakers - Women - 6,Footwear,Sneakers,Puma,Women,7098.98,6,7098.98,Myntra,Puma Sneakers for everyday use — nourishes and protects.,,
P00637_M,PAIR00637,Gillette Razor - Men - 1,Shaving,Razor,Gillette,Men,508.31,1,508.31,RelianceDigital,Lightweight Razor from Gillette — dermatologist tested.,,
P00637_F,PAIR00637,Gillette Razor - Women - 1,Shaving,Razor,Gillette,Women,548.57,1,548.57,RelianceDigital,Lightweight Razor from Gillette — dermatologist tested.,,
P00638_M,PAIR00638,Garnier Conditioner - Men - 200ml,Personal Care,Conditioner,Garnier,Men,548.04,200,274.02,RelianceDigital,Lightweight Conditioner from Garnier — dermatologist tested.,"Water, Cetyl Alcohol, Keratin, Retinol, Sodium Laureth Sulfate, Dimethicone",
P00638_F,PAIR00638,Garnier Conditioner - Women - 200ml,Personal Care,Conditioner,Garnier,Women,581.65,200,290.82,RelianceDigital,Lightweight Conditioner from Garnier — dermatologist tested.,"Water, Cetyl Alcohol, Keratin, Retinol, Sodium Laureth Sulfate, Dimethicone",
